KODE_CABANG,CUSTOMER_NUMBER,ALAMAT,LATITUDE,LONGITUDE,STATE,CITY,PROVINCE,ZIP_CODE,CHANNEL,SHIP_METHOD_CODE,SHIP_METHOD_DESC,DELIVERY_AREA_GROUP
JK3,127008,KOMPLEK PERKANTORAN KALIBATA JL. RAYA PASAR MINGGU NO. 21 A KALIBATA - PANCORAN,-6.2627389,106.8416525,KALIBATA,JAKARTA,DKI JAKARTA,12740,OTH TENDER,B-DR-10,BASE 10,DALAM KOTA
JK3,153200,JL. TOLE ISKANDAR NO.11 RT 01 RW 01 TIRTAJAYA - SUKMAJAYA,-6.4039324,106.8352837,SUKMAJAYA,DEPOK,JAWA BARAT,16412,GT MILK STORE,P-DR-02,PERI 02,PINGGIRAN KOTA
JK3,153466,JL. RAYA PARUNG SERAB (KSU) RT 03 RW 05 TIRTAJAYA - SUKMAJAYA,-6.4140355,106.8290339,SUKMAJAYA,DEPOK,JAWA BARAT,16412,MODERN INDEPENDENT (MTI),P-DR-02,PERI 02,PINGGIRAN KOTA
JK3,127837,JL. MH. THAMRIN NO. 01 SENAYAN,-6.19920189999999,106.8234986,SENAYAN,JAKARTA,DKI JAKARTA,12190,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127846,JL. RAYA BOULEVARD BARAT BLOK XC NO. 11 KELAPA GADING,-6.1554299,106.8967107,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127826,JL. TRANSYOGI KOMP. CIBUBUR TIMES SQUARE CIBUBUR,-6.37873929999999,106.9199976,CIBUBUR,JAKARTA,DKI JAKARTA,13720,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127835,JL. MARGONDA RAYA NO. 166 DEPOK,-6.3827552,106.8296945,DEPOK,DEPOK,JAWA BARAT,16431,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127863,JL. WARUNG BUNCIT RAYA NO. 98 PEJATEN,-6.27441849999999,106.8309283,PEJATEN BARAT,JAKARTA,DKI JAKARTA,12510,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127817,CBD BINTARO JAYA. JL. BINTARO UTAMA RAYA SEKTOR 7 CBD KEMBANGAN SELATAN KEMBANGAN,-6.26994,106.7388441,BINTARO,JAKARTA,DKI JAKARTA,12330,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127870,JL. RADIO DALAM NO. 17 KEBAYORAN BARU,-6.254827,106.791787,KEBAYORAN LAMA SELATAN,JAKARTA,DKI JAKARTA,12240,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127869,JL. METRO PONDOK INDAH BLOK III KEMBANGAN SELATAN KEMBANGAN,-6.2753838,106.7820857,PONDOK PINANG,JAKARTA,DKI JAKARTA,12310,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127818,JL. KARANG TENGAAH BLOK B/I KOMPLEK BONA INDAH BISNIS CENTER NO. 90,-6.3000697,106.7824156,BINTARO,JAKARTA,DKI JAKARTA,12330,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127836,JL. FATMAWATI RAYA NO. 42 BLOK B1 CILANDAK,-6.2845272,106.7960128,CILANDAK BARAT,JAKARTA,DKI JAKARTA,12430,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127860,"MARGO CITY MALL, RUANG UNIT FL. 2-29. JL. MARGONDA RAYA NO. 358 DEPOK",-6.3669498,106.8340135,DEPOK,DEPOK,JAWA BARAT,16431,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127855,"EMPORIUM PLUIT MALL, SHOP UNIT UG - 23. JL. PLUIT SELATAN RAYA PENJARINGAN",-6.1272711,106.7909758,PENJARINGAN,JAKARTA,DKI JAKARTA,14440,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127819,JL. LETJEN SUPRAPTO RT. 08/03 CEMPAKA PUTIH BARAT - CEMPAKA,-6.1718347,106.8639728,CEMPAKA PUTIH BARAT,JAKARTA,DKI JAKARTA,10520,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127876,JL. DANAU SUNTER UTARA BLOK A2 SUNTER AGUNG - TJ. PRIOK,-6.1370743,106.8731362,SUNTER JAYA,JAKARTA,DKI JAKARTA,14350,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127871,JL. PEMUDA NO. 66 - 67 KEMBANGAN SELATAN KEMBANGAN,-6.1871816,106.7243329,RAWAMANGUN,JAKARTA,DKI JAKARTA,13220,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127861,JL. PANGLIMA POLIM RAYA NO. 73 PANGLIMA POLIM - KEB. BARU,-6.2507589,106.7976592,KEBAYORAN LAMA SELATAN,JAKARTA,DKI JAKARTA,12240,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127816,MAL ARTHA GADING LT. 1 JL. ARTHA GADING SELATAN NO. 1 KELAPA GADING,-6.1456352,106.8921655,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127868,JL. PLUIT RAYA NO. 168 PLUIT,-6.1270237,106.7933179,PLUIT,JAKARTA,DKI JAKARTA,14450,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,153248,JL. PROKLAMASI NO.1 LINGKUNGAN CIPAYUNG   RT. 005 / 029 ABADIJAYA - SUKMAJAYA,-6.402042,106.8494672,SUKMAJAYA,DEPOK,JAWA BARAT,16412,PHARMACY REGULAR (REG),P-DR-02,PERI 02,PINGGIRAN KOTA
JK3,153063,JL. H.MAWI NO.79 RT 01/03 PARUNG - PARUNG,-6.4296036,106.721085,BOJONGSARI BARU,DEPOK,JAWA BARAT,16516,PHARMACY REGULAR (REG),P-DR-05,PERI 05,PINGGIRAN KOTA
JK3,153442,JL. TANAH MERDEKA NO. 9 A  RT.001 RW.004 RAMBUTAN - CIRACAS,-6.3087562,106.8750181,CIRACAS,JAKARTA,DKI JAKARTA,13740,PHARMACY REGULAR (REG),P-DR-04,PERI 04,PINGGIRAN KOTA
JK3,152862,JL. CURUG AGUNG NO.58 RT 05 RW 05 TANAH BARU - BEJI,-6.3680803,106.8062462,TANAH BARU,DEPOK,JAWA BARAT,16426,MODERN INDEPENDENT (MTI),P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,153658,JL. GARUDA KAV. PESONA NO.3 RT 014 RW 001 PASIR GUNUNG SELATAN - CIMANGGIS,-6.35315629999999,106.8333247,CIMANGGIS,BOGOR,JAWA BARAT,16320,PHARMACY REGULAR (REG),P-DR-03,PERI 03,PINGGIRAN KOTA
JK3,153577,JL. ARJUNA RAYA NO 1 MEKARJAYA - SUKMAJAYA,-6.390095,106.8382933,SUKMAJAYA,DEPOK,JAWA BARAT,16412,HEALTH PUBLIC CENTRE (PUSKESMAS),P-DR-02,PERI 02,PINGGIRAN KOTA
JK3,152868,JL. RAYA MUCHTAR NO.99 SAWANGAN LAMA - SAWANGAN,-6.40753789999999,106.7554767,SAWANGAN,DEPOK,JAWA BARAT,16511,HOSPITAL GOVERNMENT (GVM),P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,126834,JL. RAYA SILIWANGI NO. 1A RT.02/18 PONDOK BENDA - PAMULANG,-6.3428768,106.7249568,PONDOK BENDA BARU,CIPUTAT,BANTEN,15416,HOSPITAL PRIVATE (PVT),B-DR-02,BASE 02,DALAM KOTA
JK3,153597,JL. PENDOWO RAYA RT.01/04  ( SAMPING JEMBATAN TOL ) LIMO GROGOL,-6.36946449999999,106.7842382,GROGOL,DEPOK,JAWA BARAT,16512,MODERN INDEPENDENT (MTI),B-DR-02,BASE 02,DALAM KOTA
JK3,153667,JL. WARGA NO. 79 RT 003/003 PEJATEN BARAT - PASAR MINGGU,-6.2725716,106.8441592,PEJATEN BARAT,JAKARTA,DKI JAKARTA,12510,MODERN INDEPENDENT (MTI),B-DR-06,BASE 06,DALAM KOTA
JK3,153401,RUKO PERMATA DEPOK BLOK A5-6 SEKTOR MUTIARA PONDOK JAYA - CIPAYUNG,-6.44279089999999,106.8054999,CIPAYUNG,BOGOR,JAWA BARAT,16920,GENERAL CLINIC (GEN),P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,153655,JL. AMPERA RAYA NO. 58 CILANDAK TIMUR - PASAR MINGGU,-6.2820943,106.8194514,CILANDAK TIMUR,JAKARTA,DKI JAKARTA,12560,MODERN INDEPENDENT (MTI),P-DR-04,PERI 04,PINGGIRAN KOTA
JK3,127825,JL.S.PARMAN KAV. 28 TANJUNG DUREN - GROGOL,-6.14621039999999,106.7843219,TANJUNG DUREN UTARA,JAKARTA,DKI JAKARTA,11470,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,153452,JL. TB. SIMATUPANG NO. 152 GD. STIE JAGAKARSA TANJUNG BARAT - JAGAKARSA,-6.30250919999999,106.840953,TANJUNG BARAT,JAKARTA,DKI JAKARTA,12530,MODERN INDEPENDENT (MTI),P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,152843,JL. GANDUL PRAPATAN NO. 41 RT 02 RW 06 GANDUL - LIMO,-6.3343315,106.7958903,GANDUL,DEPOK,JAWA BARAT,16512,MODERN INDEPENDENT (MTI),P-DR-04,PERI 04,PINGGIRAN KOTA
JK3,153560,JL. RAYA BOGOR KM. 33 CISALAK - CIMANGGIS,-6.3927164,106.8649221,CISALAK PASAR,DEPOK,JAWA BARAT,16953,HEALTH PUBLIC CENTRE (PUSKESMAS),P-DR-03,PERI 03,PINGGIRAN KOTA
JK3,153514,JL. PITARA RAYA GG. WADAS RT 06 RW 14 NO. 71 PANCORANMAS - PANCORANMAS,-6.407771,106.8038496,PANCORAN MAS,DEPOK,JAWA BARAT,16436,DRUG STORE,P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,153483,JL. NANGKA PEKAPURAN NO. 9 RT 02 RW 01 SINDANGKARSA - CIMANGGIS,-6.4137146,106.8711512,TAPOS,DEPOK,JAWA BARAT,16957,DRUG STORE,P-DR-03,PERI 03,PINGGIRAN KOTA
JK3,152850,JL. RAYA KUKUSAN NO. 73 KUKUSAN - BEJI,-6.3724303,106.8138048,KUKUSAN,DEPOK,JAWA BARAT,16425,MODERN INDEPENDENT (MTI),P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,127653,JL. PROF DR HAMKA R4 BLOSSOM RESIDENCE RT. 002 RW. 001 GAGA - LARANGAN,-6.2423565,106.7260227,GAGA,TANGERANG,BANTEN,15154,GT MEDICAL DEVICES STORE,P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127193,JL. PAHLAWAN NO. 99 REMPOA-CIPUTAT TIMUR,-6.2985671,106.7611879,REMPOA,CIPUTAT,BANTEN,15412,PHARMACY CHAIN (CHN),B-DR-03,BASE 03,DALAM KOTA
JK3,153076,JL. GANDUL RAYA NO. 24 C RT 038/006 GANDUL - CINERE,-6.3390115,106.7938045,CINERE,DEPOK,JAWA BARAT,16514,PHARMACY REGULAR (REG),P-DR-06,PERI 06,PINGGIRAN KOTA
JK3,152858,JL. KOMP. AREMAN BARU NO. 10 TUGU - CIMANGGIS,-6.36476789999999,106.8498999,TUGU,DEPOK,JAWA BARAT,16951,MODERN INDEPENDENT (MTI),P-DR-03,PERI 03,PINGGIRAN KOTA
JK3,153084,JL. CIBUBUR RAYA NO. 2 CIBUBUR - CIRACAS,-6.3436058,106.8739025,CIBUBUR,JAKARTA,DKI JAKARTA,13720,DRUG STORE,P-DR-04,PERI 04,PINGGIRAN KOTA
JK3,127667,JL. RENI JAYA SAWANGAN PENGKULAN,-6.3524051,106.7203409,SAWANGAN,DEPOK,JAWA BARAT,16511,DRUG STORE,P-DR-07,PERI 07,PINGGIRAN KOTA
JK3,153441,JL. TANAH LOT RAYA NI NO.1 GRAHA III CINERE CINERE - LIMO,-6.3545636,106.7857648,CINERE,DEPOK,JAWA BARAT,16514,MODERN INDEPENDENT (MTI),B-DR-02,BASE 02,DALAM KOTA
JK3,152955,JL. PENGASINAN RT 03 RW 01 NO.10 PENGASINAN - SAWANGAN,-6.4259179,106.7522156,PENGASINAN,DEPOK,JAWA BARAT,16518,MODERN INDEPENDENT (MTI),P-DR-02,PERI 02,PINGGIRAN KOTA
JK3,152954,JL. MERUYUNG RAYA RT 002 RW 08 LIMO - CINERE,-6.3720905,106.7728006,MERUYUNG,DEPOK,JAWA BARAT,16515,MODERN INDEPENDENT (MTI),P-DR-02,PERI 02,PINGGIRAN KOTA
JK3,153059,JL. BOULEVARD RAYA RUKO MILAN AVENUE BLOK CE NO. 25 RT. 004 RW. 008 SAWANGAN - SAWANGAN,-6.4001908,106.76371998288592,SAWANGAN,DEPOK,JAWA BARAT,16511,PHARMACY REGULAR (REG),P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,152938,JL. ABDUL WAHAB NO. 2 SAWANGAN - SAWANGAN,-6.374656,106.751266,SAWANGAN,DEPOK,JAWA BARAT,16511,MODERN INDEPENDENT (MTI),P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,153327,JL. DEWI SARTIKA NO.51 RT 02/14 DEPOK - PANCORANMAS,-6.3995302,106.8153972,DEPOK,DEPOK,JAWA BARAT,16431,PHARMACY REGULAR (REG),P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,153217,JL. MASJID LIO RT 005/014 NO. 13 DEPOK - PANCORANMAS,-6.3946317,106.7950631,DEPOK,DEPOK,JAWA BARAT,16431,DRUG STORE,P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,127930,JL. METRO DUTA KAV. UG PONDOK INDAH PONDOK INDAH,-6.2830975,106.7805341,LEBAK BULUS,JAKARTA,DKI JAKARTA,12440,MODERN INDEPENDENT (MTI),P-DR-07,PERI 07,PINGGIRAN KOTA
JK3,153499,JL. H. SALMAN NO. 1001 RT 009/08 TUGU - CIMANGGIS,-6.3621916,106.8502879,TUGU,DEPOK,JAWA BARAT,16951,MODERN INDEPENDENT (MTI),P-DR-03,PERI 03,PINGGIRAN KOTA
JK3,152929,JL. RM. KAHFI 1 NO. 05 RT 005 RW 05 CIGANJUR - JAGAKARSA,-6.34404529999999,106.8037827,CIGANJUR,JAKARTA,DKI JAKARTA,12630,DRUG STORE,P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,153660,JL. RAYA RTM NO.25A RT 05/011 TUGU - CIMANGGIS,-6.3677114,106.8426455,TUGU,DEPOK,JAWA BARAT,16951,MODERN INDEPENDENT (MTI),P-DR-03,PERI 03,PINGGIRAN KOTA
JK3,126787,JL. KOMPLEK VILLA DAGO NO.RT.RW BENDA BARU - PAMULANG,-6.3371625,106.7180764,PONDOK BENDA BARU,CIPUTAT,BANTEN,15416,HEALTH PUBLIC CENTRE (PUSKESMAS),B-DR-02,BASE 02,DALAM KOTA
JK3,126789,JL. CIPUTAT RAYA RT. 005 RW. 01 KEBAYORAN LAMA SELATAN - KEBAYORAN LAMA,-6.2500467,106.7781247,KEBAYORAN LAMA SELATAN,JAKARTA,DKI JAKARTA,12240,HEALTH PUBLIC CENTRE (PUSKESMAS),B-DR-09,BASE 09,DALAM KOTA
JK3,127338,JL. RAYA JOGLO NO 19 A RT 006 RW 02 JOGLO - KEMBANGAN,-6.22165219999999,106.7217132,JOGLO,JAKARTA,DKI JAKARTA,11640,PBAK TENDER,B-DR-03,BASE 03,DALAM KOTA
JK3,153126,JL. CAGAR ALAM RT 05 RW 02 PANCORANMAS - PANCORANMAS,-6.4059912,106.8126229,PANCORAN MAS,DEPOK,JAWA BARAT,16436,DRUG STORE,P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,153077,PS. MAMPANG PRAPATAN LT.DASAR AKS NO.25 MAMPANG PARAPATAN - MAMPANG PRAPATAN,-6.2439842,106.8281623,MAMPANG PRAPATAN,JAKARTA,DKI JAKARTA,12790,DRUG STORE,B-DR-06,BASE 06,DALAM KOTA
JK3,153066,JL. HM. YUSUF RAYA NO. 15-16 RT.02 RW. 22 MEKARJAYA - SUKMAJAYA,-6.3918952,106.828843,MEKARJAYA,DEPOK,JAWA BARAT,16411,LAB INDEPENDENT,P-DR-02,PERI 02,PINGGIRAN KOTA
JK3,127852,JL. PANGERAN ANTASARI KEMBANGAN SELATAN KEMBANGAN,-6.2761938,106.8083653,MAMPANG PRAPATAN,JAKARTA,DKI JAKARTA,12790,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,153337,JL. NANGKA - CIPEDAK TOBA TAPOS SUKAMAJU BARU  - SUKMAJAYA,-6.4021383,106.8743697,SUKAMAJU BARU,DEPOK,JAWA BARAT,16955,DRUG STORE,P-DR-02,PERI 02,PINGGIRAN KOTA
JK3,153571,JL. TANAH BARU CURUG AGUNG 15A RT.02 RW.10 TANAH BARU - BEJI,-6.3672094,106.7973957,TANAH BARU,DEPOK,JAWA BARAT,16426,DRUG STORE,P-DR-01,PERI 01,PINGGIRAN KOTA
JK3,127288,JL. RAYA SILIWANGI NO. 189 RT.002/08 BENDA BARU - PAMULANG,-6.3440023,106.7207918,PONDOK BENDA BARU,CIPUTAT,BANTEN,15416,HOSPITAL PRIVATE (PVT),B-DR-02,BASE 02,DALAM KOTA
JK3,126801,JL. ARIA PUTRA BLOK D NO. 9 KEDAUNG - PAMULANG,-6.312878,106.7430335,KEDAUNG,CIPUTAT,BANTEN,15415,HOSPITAL PRIVATE (PVT),B-DR-02,BASE 02,DALAM KOTA
JK3,127595,GRAND PARAGON MALL LT. LG NO.20 JL.GAJAH MADA NO.126 KEAGUNGAN-TAMANSARI,-6.15181509999999,106.8160342,GUNUNG SAHARI SELATAN,JAKARTA,DKI JAKARTA,10610,MODERN INDEPENDENT (MTI),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127669,"GD. GRAHA NGAWI, JL. SETIABUDI SELATAN KAV.10 KARET - SETIABUDI",-6.21169489999999,106.8292685,KARET,JAKARTA,DKI JAKARTA,12920,MODERN INDEPENDENT (MTI),P-DR-06,PERI 06,PINGGIRAN KOTA
JK3,127402,JL. CILEDUG RAYA NO. 232 CIPULIR,-6.237882,106.776421,KEBAYORAN LAMA SELATAN,JAKARTA,DKI JAKARTA,12240,PBAK REGULAR,P-DR-08,PERI 08,PINGGIRAN KOTA
JK3,126655,JL. MELAWAI IV NO.45 MELAWAI - KEBAYORAN BARU,-6.24568069999999,106.7987649,MELAWAI,JAKARTA,DKI JAKARTA,12160,PHARMACY REGULAR (REG),B-DR-08,BASE 08,DALAM KOTA
JK3,153010,JL. TEGAL PARANG UTARA 3 NO 16 - 4 PANCORAN - PANCORAN,-6.2446088,106.8338837,PANCORAN,JAKARTA,DKI JAKARTA,12780,DRUG STORE,B-DR-06,BASE 06,DALAM KOTA
JK3,127594,"CINERE SQUARE LT. DASAR, JL. RAYA CINERE DEPOK CINERE",-6.3355274,106.7820646,CINERE,DEPOK,JAWA BARAT,16514,MODERN INDEPENDENT (MTI),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,153492,JL. PANCORAN BARAT NO. 13 PANCORAN - PANCORAN,-6.25001559999999,106.8418515,PANCORAN,JAKARTA,DKI JAKARTA,12780,DRUG STORE,B-DR-06,BASE 06,DALAM KOTA
JK3,127275,JL. CASABLANKA RAYA KAV. 88 CASABLANKA,-6.22401969999999,106.8421805,KUNINGAN TIMUR,JAKARTA,DKI JAKARTA,12950,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127112,JL. PAJAJARAN RAYA BLOK A NO. 5 RT.002 RW.001 PAMULANG,-6.3442012,106.7362172,PAMULANG BARAT,CIPUTAT,BANTEN,15417,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
JK3,127074,JL. METRO DUTA KAV. UG PONDOK INDAH PONDOK PINANG - KEBAYORAN LAMA,-6.2830975,106.7805341,LEBAK BULUS,JAKARTA,DKI JAKARTA,12440,MODERN INDEPENDENT (MTI),B-DR-07,BASE 07,DALAM KOTA
JK3,127838,JL. GAJAH MADA NO. 126 GAJAH MADA,-4.106715,101.4059576,GROGOL UTARA,JAKARTA,DKI JAKARTA,12210,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127827,JL. CENERE RAYA RT.03/08 CINERE - LIMO,-6.3333023,106.7828744,CINERE,DEPOK,JAWA BARAT,16514,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127853,JL. CASABLANKA RAYA KAV. 88 CASABLANKA,-6.22401969999999,106.8421805,KUNINGAN TIMUR,JAKARTA,DKI JAKARTA,12950,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,153206,JL. HARSONO RM NO.51 RAGUNAN - PASAR MINGGU,-6.3046178,106.8207868,RAGUNAN,JAKARTA,DKI JAKARTA,12550,MODERN INDEPENDENT (MTI),B-DR-06,BASE 06,DALAM KOTA
JK3,152983,JL. KALISARI III NO. 10 CIJANTUNG,-6.33017709999999,106.854817,CIJANTUNG,JAKARTA,DKI JAKARTA,13770,DRUG STORE,P-DR-04,PERI 04,PINGGIRAN KOTA
JK3,127481,PASAR MODERN BINTARO JAYA SEKTOR 7 BLOK.KB-29 PONDOK JAYA- PONDOK AREN,-6.2796642,106.7192254,BINTARO,JAKARTA,DKI JAKARTA,12330,PHARMACY REGULAR (REG),B-DR-01,BASE 01,DALAM KOTA
JK3,153320,JL. RAYA KALISARI NO 3 CIJANTUNG - PASAR REBO,-6.3328468,106.8529846,CIJANTUNG,JAKARTA,DKI JAKARTA,13770,DRUG STORE,P-DR-04,PERI 04,PINGGIRAN KOTA
JK3,152855,JLN. TARUNA JAYA NO. 5 RT.001 / RW.14 CIBUBUR - CIRACAS,-6.3629938,106.8839543,CIRACAS,JAKARTA,DKI JAKARTA,13740,PHARMACY REGULAR (REG),P-DR-04,PERI 04,PINGGIRAN KOTA
JK3,127463,"MALL TAMAN ANGGREK, BASEMENT BLOK P2 NO.7 JL. S. PARMAN KAV.21",-6.19067389999999,106.7961739,TANJUNG DUREN,JAKARTA,DKI JAKARTA,11470,OTHERS,P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127854,JL. PROF DR. SATRIO KAV. 18 KUNINGAN - SETIA BUDI,-6.2234814,106.8244143,KARET KUNINGAN,JAKARTA,DKI JAKARTA,12940,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,126776,JL.MERPATII RAYA RUKO KARYA GRAHA NO.07 RT.003 RW.001 SAWAH - CIPUTAT,-6.29706199999999,106.7336459,SAWAH LAMA,CIPUTAT,BANTEN,15413,PBAK REGULAR,B-DR-04,BASE 04,DALAM KOTA
JK3,153178,JL.CILANGKAP RAYA RUKO PERUMAHAN CILANGKAP INDAH RG 5 NO.55 RT 007 / RW 004 CILANGKAP - CIPAYUNG,-6.3334062,106.8969341,CIPAYUNG,JAKARTA,DKI JAKARTA,13840,PHARMACY CHAIN (CHN),P-DR-04,PERI 04,PINGGIRAN KOTA
JK3,127359,"JL. VILLA PAMULANG BLOK CA. I NO. 3,4,5,6 SEKTOR 3 PAMULANG VILLA",-6.3633227,106.7225451,PAMULANG BARAT,CIPUTAT,BANTEN,15417,MODERN INDEPENDENT (MTI),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127944,JL. CASABLANKA RAYA KAV. 88 CASABLANKA,-6.22401969999999,106.8421805,MENTENG DALAM,JAKARTA,DKI JAKARTA,12870,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127890,PLAZA BUARAN JL. RADIN INTEN NO.1 BUARAN KLENDER - DUREN SAWIT,-6.2178963,106.9240026,CIDENG,JAKARTA,DKI JAKARTA,10150,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,127891,PLAZA KALIBATA JL. RAYA KALIBATA RT.001/002 RAWAJATI - PANCORAN,-6.2558694,106.8536549,RAWAJATI,JAKARTA,DKI JAKARTA,12750,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,126769,JL. PESANGGRAHAN RAYA NO. 2 RT/RW.001/09 KEMBANGAN-JAKARTA BARAT,-6.194713,106.7557938,KEMBANGAN BARAT,JAKARTA,DKI JAKARTA,11610,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,126765,EAST MALL LG FLOOR GRAND INDONESIA SHOPPING TOWN RANCH MARKET GRAND INDONESIA,-6.1950265,106.83222419920054,MENTENG,JAKARTA,DKI JAKARTA,10310,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,126764,JL. DARMAWANGSA 6 & 9 LT. DASAR DARMAWANGSA,-6.2529792,106.800994,PULO,JAKARTA,DKI JAKARTA,12160,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,126766,JL. KEMANG RAYA NO. 66 LT.1 BANGKA - MAMPANG PRAPATAN,-6.26424449999999,106.8155793,BANGKA,JAKARTA,DKI JAKARTA,12730,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,126768,JL. MEGA KUNINGAN LOT 6 & 8 KUNINGAN,-6.2243245,106.8223118,KUNINGAN TIMUR,JAKARTA,DKI JAKARTA,12950,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,126770,JL. SULTAN ISKANDAR MUDA NO.21 PONDOK INDAH,-6.2625188,106.7841019,PONDOK PINANG,JAKARTA,DKI JAKARTA,12310,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,126760,JL. LEBAK BULUS RAYA NO. 10 LEBAK BULUS - CILANDAK,-6.2896361,106.7708243,LEBAK BULUS,JAKARTA,DKI JAKARTA,12440,PHARMACY REGULAR (REG),B-DR-09,BASE 09,DALAM KOTA
JK3,153562,JL RAYA MUCHTAR NO. 73 RT 03 RW 03 SAWANGAN BARU - SAWANGAN,-6.40501839999999,106.7633301,SAWANGAN,DEPOK,JAWA BARAT,16511,HEALTH PUBLIC CENTRE (PUSKESMAS),P-DR-04,PERI 04,PINGGIRAN KOTA
JK3,127953,JL. ARTHA GADING SELATAN I ARTHA GADING,-6.1457739,106.8919187,KELAPA GADING BARAT,JAKARTA,DKI JAKARTA,14240,MODERN KEY ACCOUNT (NKA),P-DR-10,PERI 10,PINGGIRAN KOTA
JK3,153478,JL. LAPAN KALISARI NO. 2D PEKAYON - PASAR REBO,-6.34028709999999,106.8645079,PEKAYON,JAKARTA,DKI JAKARTA,13710,DRUG STORE,P-DR-04,PERI 04,PINGGIRAN KOTA
JK3,127159,JL. CIPETE RAYA NO. 55 CIPETE SELATAN - CILANDAK,-6.27752929999999,106.8007513,CIPETE SELATAN,JAKARTA,DKI JAKARTA,12410,PHARMACY CHAIN (CHN),B-DR-09,BASE 09,DALAM KOTA
